STATE_UT,DISTRICT,BLOCK,VILLAGE_NA,LATITUDE,LONGITUDE,DATE,WL(mbgl)
Kerala,Kannur,Iritty,Edayannur,11.92830,75.50930,01-08-23,0.9
Kerala,Kannur,Iritty,Edayannur,11.97720,75.77410,01-08-23,3.6
Kerala,Kannur,Iritty,Edayannur,11.95930,75.51660,01-08-23,2.2
Kerala,Kannur,Iritty,Iritty,11.93000,75.53950,01-08-23,3.3
Kerala,Kannur,Iritty,Iritty,11.99830,75.68550,01-08-23,7.4
Kerala,Kannur,Iritty,Iritty,12.02550,75.70830,01-08-23,3.1
Kerala,Kannur,Iritty,Keezhur-Chavassery,11.94950,75.61060,01-08-23,7.8
Kerala,Kannur,Iritty,Mattanur,11.93050,75.57240,01-08-23,3.4
Kerala,Kannur,Kalliasseri,Cherukunnu,12.03900,75.28240,01-08-23,11.0
Kerala,Kannur,Kalliasseri,Kannapuram,11.97940,75.31690,01-08-23,1.4
Kerala,Kannur,Kalliasseri,Kannur,11.94050,75.39450,01-08-23,6.3
Kerala,Kannur,Kalliasseri,Payangadi,12.02380,75.26650,01-08-23,4.0
Kerala,Kannur,Kannur,Kannur,11.90150,75.34730,01-08-23,7.9
Kerala,Kannur,Kannur,Kannur,11.87640,75.37250,01-08-23,5.5
Kerala,Kannur,Kannur,Kannur,11.87500,75.35420,01-08-23,3.9
Kerala,Kannur,Kannur,Kannur,11.87440,75.38350,01-08-23,4.0
Kerala,Kannur,Kannur,Munderi,11.91210,75.45490,01-08-23,6.2
Kerala,Kannur,Kannur,Payangadi,11.94410,75.34270,01-08-23,7.7
Kerala,Kannur,Kannur,Valapattanam,11.92720,75.35340,01-08-23,8.0
Kerala,Kannur,Kannur,Varam,11.90000,75.41740,01-08-23,5.3
Kerala,Kannur,Kuthuparamba,Ambilad,11.85740,75.54470,01-08-23,3.3
Kerala,Kannur,Kuthuparamba,Kottayampoyil,11.80890,75.54930,01-08-23,6.4
Kerala,Kannur,Kuthuparamba,Manantheri,11.84280,75.61490,01-08-23,5.4
Kerala,Kannur,Kuthuparamba,Mangattidam,11.87170,75.57240,01-08-23,5.1
Kerala,Kannur,Kuthuparamba,Pattiom,11.79900,75.56250,01-08-23,6.8
Kerala,Kannur,Panoor,Kannur,11.75180,75.57970,01-08-23,0.7
Kerala,Kannur,Panoor,Koothuparamba,11.75170,75.57980,01-08-23,2.1
Kerala,Kannur,Panoor,Mokeri,11.77720,75.57910,01-08-23,2.1
Kerala,Kannur,Panoor,Panoor,11.74780,75.57060,01-08-23,1.7
Kerala,Kannur,Panoor,Panoor,11.75180,75.57970,01-08-23,1.6
Kerala,Kannur,Panoor,Thalassery,11.71690,75.57760,01-08-23,1.4
Kerala,Kannur,Payyannur,Chepparapadam,12.14320,75.22220,01-08-23,5.4
Kerala,Kannur,Payyannur,Kankole,12.17870,75.24730,01-08-23,1.5
Kerala,Kannur,Payyannur,Kankole,12.17470,75.23470,01-08-23,0.5
Kerala,Kannur,Payyannur,Kozhichal,12.29170,75.45010,01-08-23,4.7
Kerala,Kannur,Payyannur,Mathamangalam,12.13310,75.30030,01-08-23,10.4
Kerala,Kannur,Payyannur,Payangadi,12.01390,75.20740,01-08-23,4.8
Kerala,Kannur,Payyannur,Payannur,12.09090,75.19430,01-08-23,7.5
Kerala,Kannur,Payyannur,Peringome,12.22300,75.31150,01-08-23,6.2
Kerala,Kannur,Payyannur,Peringome,12.22580,75.31480,01-08-23,1.9
Kerala,Kannur,Payyannur,Pulingome,12.29080,75.40650,01-08-23,5.8
Kerala,Kannur,Payyannur,Ramanthali,12.06020,75.19000,01-08-23,1.5
Kerala,Kannur,Payyannur,Vayakkara,12.26700,75.35620,01-08-23,8.1
Kerala,Kannur,Payyannur,Vayakkara,12.09060,75.19440,01-08-23,3.1
Kerala,Kannur,Payyannur,Vayakkara,12.25220,75.33030,01-08-23,11.6
Kerala,Kannur,Peravoor,Kolakkad,11.87670,75.75670,01-08-23,7.7
Kerala,Kannur,Peravoor,Koloyad,11.85240,75.69430,01-08-23,2.0
Kerala,Kannur,Peravoor,Kommery,11.85160,75.72350,01-08-23,0.9
Kerala,Kannur,Peravoor,Manathana,11.91080,75.75810,01-08-23,4.9
Kerala,Kannur,Peravoor,Manathana,11.91100,75.75670,01-08-23,13.5
Kerala,Kannur,Peravoor,Muzhakkunnu,11.92470,75.69580,01-08-23,0.9
Kerala,Kannur,Peravoor,Peravoor,11.90200,75.73170,01-08-23,10.3
Kerala,Kannur,Peravoor,Sivapuram,11.91725,75.62400,01-08-23,6.8
Kerala,Kannur,Taliparamba,Alakode,12.19910,75.45840,01-08-23,4.3
Kerala,Kannur,Taliparamba,Alakode,11.98640,75.37870,01-08-23,3.7
Kerala,Kannur,Taliparamba,Alakode,12.02820,75.33410,01-08-23,4.9
Kerala,Kannur,Taliparamba,Chepparapadam,12.12810,75.41570,01-08-23,4.8
Kerala,Kannur,Taliparamba,Kanhirangad,12.07010,75.38540,01-08-23,8.8
Kerala,Kannur,Taliparamba,Kurumathur,12.04130,75.44770,01-08-23,0.4
Kerala,Kannur,Taliparamba,Mathamangalam,12.10570,75.28680,01-08-23,2.9
Kerala,Kannur,Taliparamba,Oduvallithattu,12.13500,75.44060,01-08-23,4.9
Kerala,Kannur,Taliparamba,Oduvallithattu,12.13700,75.44060,01-08-23,3.7
Kerala,Kannur,Taliparamba,Parassinikadavu,11.98460,75.40080,01-08-23,2.8
Kerala,Kannur,Taliparamba,Pukkundu,12.04040,75.42520,01-08-23,3.8
Kerala,Kannur,Taliparamba,Sreekandapuram,12.08992,75.49058,01-08-23,2.3
Kerala,Kannur,Taliparamba,Taliparamba,12.04800,75.35000,01-08-23,18.0
Kerala,Kannur,Taliparamba,Taliparamba,11.98410,75.39890,01-08-23,9.0
Kerala,Kannur,Taliparamba,Taliparamba,12.03740,75.35980,01-08-23,9.7
Kerala,Kannur,Thalassery,Ancharakandy,11.88050,75.50370,01-08-23,3.8
Kerala,Kannur,Thalassery,Edakkad,11.81810,75.43470,01-08-23,0.8
Kerala,Kannur,Thalassery,Koothuparamba,11.85190,75.52490,01-08-23,3.9
Kerala,Kannur,Thalassery,Thalassery,11.79720,75.46630,01-08-23,5.7
Kerala,Kannur,Thalassery,Thalassery,11.73250,75.53720,01-08-23,1.6
Kerala,Kannur,Thalassery,Thalassery,11.75200,75.48580,01-08-23,9.2
Kerala,Kannur,Thalassery,Vengad,11.86440,75.51000,01-08-23,7.3
Kerala,Kasaragod Kanhangad,Ajanur,(S1),12.33920,75.10820,01-08-23,5.4
Kerala,Kasaragod Kanhangad,Ajanur,(S2),12.32770,75.07120,01-08-23,8.9
Kerala,Kasaragod Kanhangad,Ajanur,(S4),12.32770,75.07120,01-08-23,7.9
Kerala,Kasaragod,Kanhangad,Bekal,12.40040,75.03110,01-08-23,8.6
Kerala,Kasaragod,Kanhangad,Bheemanady,12.33990,75.08920,01-08-23,2.0
Kerala,Kasaragod,Kanhangad,Chamundikunnu,12.36250,75.06330,01-08-23,5.9
Kerala,Kasaragod,Kanhangad,Chithari,12.36250,75.06330,01-08-23,6.6
Kerala,Kasaragod,Kanhangad,Kanhangad,12.31150,75.07620,01-08-23,12.2
Kerala,Kasaragod,Kanhangad,Kanhangad,12.31330,75.09220,01-08-23,11.0
Kerala,Kasaragod,Kanhangad,Mangad,12.45667,75.03528,01-08-23,14.8
Kerala,Kasaragod,Kanhangad,Mangad,12.45770,75.03680,01-08-23,10.1
Kerala,Kasaragod,Kanhangad,Pallikkara,12.42900,75.07240,01-08-23,6.4
Kerala,Kasaragod,Kanhangad,Pallikkara,12.41450,75.05140,01-08-23,8.9
Kerala,Kasaragod,Kanhangad,Periya,12.42110,75.08150,01-08-23,11.2
Kerala,Kasaragod,Kanhangad,Periya,12.40400,75.10240,01-08-23,5.8
Kerala,Kasaragod,Kanhangad,Periya,12.40360,75.10290,01-08-23,2.9
Kerala,Kasaragod,Kanhangad,Pullur,12.38270,75.10050,01-08-23,10.3
Kerala,Kasaragod,Karadka,Adoor,12.56300,75.16530,01-08-23,5.3
Kerala,Kasaragod,Karadka,Adoor,12.54080,75.12670,01-08-23,9.3
Kerala,Kasaragod,Karadka,Bedadka,12.46130,75.16600,01-08-23,12.2
Kerala,Kasaragod,Karadka,Bedadka,12.45660,75.13970,01-08-23,6.8
Kerala,Kasaragod,Karadka,Bovikkanam,12.50610,75.09110,01-08-23,6.5
Kerala,Kasaragod,Karadka,Kinningar,12.60740,75.16550,01-08-23,5.0
Kerala,Kasaragod,Karadka,Kinningar,12.60260,75.12450,01-08-23,4.0
Kerala,Kasaragod,Karadka,Kundamkuzhi,12.45650,75.14080,01-08-23,8.8
Kerala,Kasaragod,Karadka,Kuttikole,12.49830,75.19190,01-08-23,1.9
Kerala,Kasaragod,Karadka,Kuttikole,12.47670,75.20950,01-08-23,8.5
Kerala,Kasaragod,Karadka,Muliyar,12.49610,75.13150,01-08-23,7.1
Kerala,Kasaragod,Karadka,Muliyar,12.51340,75.11350,01-08-23,10.1
Kerala,Kasaragod,Karadka,Mulleria,12.54870,75.16460,01-08-23,9.9
Kerala,Kasaragod,Karadka,Narampadi,12.56380,75.13200,01-08-23,11.9
Kerala,Kasaragod,Karadka,Peraladkam,12.45780,75.09640,01-08-23,1.9
Kerala,Kasaragod,Kasargod,Adhur,12.54030,75.10930,01-08-23,1.2
Kerala,Kasaragod,Kasargod,Adhur,12.52580,74.99530,01-08-23,6.5
Kerala,Kasaragod,Kasargod,Badiyadka,12.58360,75.07530,01-08-23,2.1
Kerala,Kasaragod,Kasargod,Bela,12.58330,75.03660,01-08-23,9.0
Kerala,Kasaragod,Kasargod,Chattanchal,12.48030,75.05760,01-08-23,8.4
Kerala,Kasaragod,Kasargod,Chengala,12.51540,75.02290,01-08-23,5.3
Kerala,Kasaragod,Kasargod,Cherkala,12.51020,75.05040,01-08-23,7.7
Kerala,Kasaragod,Kasargod,Edneer,12.54500,75.07230,01-08-23,4.5
Kerala,Kasaragod,Kasargod,Kadappalam,12.47930,75.03650,01-08-23,8.8
Kerala,Kasaragod,Kasargod,Kalathur,12.62130,74.98820,01-08-23,6.1
Kerala,Kasaragod,Kasargod,Kasaragod,12.51310,75.00500,01-08-23,6.3
Kerala,Kasaragod,Kasargod,Kasaragod,12.50100,74.98740,01-08-23,4.2
Kerala,Kasaragod,Kasargod,Kumbala,12.59050,74.94860,01-08-23,6.3
Kerala,Kasaragod,Kasargod,Kumbala,12.62040,74.96130,01-08-23,7.0
Kerala,Kasaragod,Kasargod,Madhur,12.54050,75.00050,01-08-23,2.9
Kerala,Kasaragod,Kasargod,Melparamba,12.46580,75.00840,01-08-23,3.4
Kerala,Kasaragod,Kasargod,Pallikkara,12.38850,75.04310,01-08-23,6.5
Kerala,Kasaragod,Kasargod,Seethamgulli,12.58810,75.00050,01-08-23,8.9
Kerala,Kasaragod,Manjeshwar,Adkasthala,12.67390,75.11940,01-08-23,11.2
Kerala,Kasaragod,Manjeshwar,Angadimogaru,12.63920,75.01400,01-08-23,16.3
Kerala,Kasaragod,Manjeshwar,Baijcar,12.70980,75.05253,01-08-23,3.3
Kerala,Kasaragod,Manjeshwar,Banchyod,12.65560,74.95310,01-08-23,5.2
Kerala,Kasaragod,Manjeshwar,Bayar,12.70080,75.01360,01-08-23,17.6
Kerala,Kasaragod,Manjeshwar,Bedrampalla,12.64570,75.07930,01-08-23,9.8
Kerala,Kasaragod,Manjeshwar,Kodalamogaru,12.77668,74.99324,01-08-23,22.5
Kerala,Kasaragod,Manjeshwar,Koliyarpadavu,12.74150,74.95390,01-08-23,12.1
Kerala,Kasaragod,Manjeshwar,Mandekad,12.65250,74.99000,01-08-23,6.9
Kerala,Kasaragod,Manjeshwar,Manjeshwar,12.72480,74.88550,01-08-23,2.1
Kerala,Kasaragod,Manjeshwar,Manjeshwar,12.72500,74.88550,01-08-23,2.1
Kerala,Kasaragod,Manjeshwar,Muligadde,12.71160,75.01910,01-08-23,6.2
Kerala,Kasaragod,Manjeshwar,Mundiyathaduka,12.62330,75.04610,01-08-23,6.2
Kerala,Kasaragod,Manjeshwar,Paivalike,12.68630,74.98430,01-08-23,7.5
Kerala,Kasaragod,Manjeshwar,Perla,12.64510,75.10880,01-08-23,5.0
Kerala,Kasaragod,Manjeshwar,Perla,12.62630,75.09570,01-08-23,6.3
Kerala,Kasaragod,Manjeshwar,Puthige,12.67840,75.03700,01-08-23,10.2
Kerala,Kasaragod,Manjeshwar,Puthige,12.60880,75.00800,01-08-23,8.0
Kerala,Kasaragod,Manjeshwar,Sorga,12.63640,75.14000,01-08-23,6.0
Kerala,Kasaragod,Manjeshwar,Ukkinadka,12.62910,75.07670,01-08-23,4.5
Kerala,Kasaragod,Manjeshwar,Uppala,12.68086,74.90425,01-08-23,9.5
Kerala,Kasaragod,Manjeshwar,Vorkady,12.71620,74.91690,01-08-23,7.4
Kerala,Kasaragod,Nileshwar,Cheemeni,12.23530,75.22800,01-08-23,6.2
Kerala,Kasaragod,Nileshwar,Kakkadavu,12.25230,75.26960,01-08-23,11.8
Kerala,Kasaragod,Nileshwar,Kayyur,12.26530,75.18890,01-08-23,14.0
Kerala,Kasaragod,Nileshwar,Nileshwar,12.24710,75.13420,01-08-23,6.1
Kerala,Kasaragod,Nileshwar,Thrikkaripur,12.12360,75.18210,01-08-23,10.5
Kerala,Kasaragod,Nileshwar,Thrikkaripur,12.19250,75.16720,01-08-23,7.7
Kerala,Kasaragod,Nileshwar,Thrikkaripur,12.21250,75.17080,01-08-23,5.6
Kerala,Kasaragod,Nileshwar,Thrikkaripur,12.22810,75.15630,01-08-23,7.3
Kerala,Kasaragod,Nileshwar,Thrikkaripur,12.26440,75.15420,01-08-23,19.5
Kerala,Kasaragod,Nileshwar,Udinoor,12.16090,75.16960,01-08-23,6.6
Kerala,Kasaragod,Parappa,Bheemanady,12.32010,75.28670,01-08-23,5.7
Kerala,Kasaragod,Parappa,Bheemanady,12.29830,75.28360,01-08-23,4.3
Kerala,Kasaragod,Parappa,Chayankod,12.28670,75.19110,01-08-23,8.8
Kerala,Kasaragod,Parappa,Chittarikkal,12.32520,75.35680,01-08-23,1.0
Kerala,Kasaragod,Parappa,Karindalam,12.28850,75.23850,01-08-23,5.0
Kerala,Kasaragod,Parappa,Nattakkal,12.37440,75.33290,01-08-23,8.9
Kerala,Kasaragod,Parappa,Panathadi,12.44470,75.28610,01-08-23,10.9
Kerala,Kasaragod Parappa,Parappa,North,12.57540,75.24390,01-08-23,7.0
Kerala,Kasaragod Parappa,Parappa,North,12.57150,75.28230,01-08-23,5.3
Kerala,Kasaragod,Parappa,Pullur,12.37370,75.13340,01-08-23,5.0
Kerala,Kasaragod,Parappa,Rajapuram,12.42280,75.24650,01-08-23,1.7
Kerala,Kasaragod,Parappa,Thrikkaripur,12.33050,75.21080,01-08-23,5.4
Kerala,Kollam,Anchal,Ailara,8.94667,76.96580,01-08-23,2.1
Kerala,Kollam,Anchal,Alayamon,8.91694,76.91830,01-08-23,9.4
Kerala,Kollam,Anchal,Anchal,8.93583,76.91670,01-08-23,7.7
Kerala,Kollam,Anchal,Anchal,8.93583,76.91670,01-08-23,7.7
Kerala,Kollam,Anchal,Anchal,8.91361,76.90780,01-08-23,11.5
Kerala,Kollam,Anchal,Anchal,8.94139,76.85830,01-08-23,9.5
Kerala,Kollam,Anchal,Anchal,8.92750,77.01000,01-08-23,2.1
Kerala,Kollam,Anchal,Arienkavu,8.96778,77.14640,01-08-23,8.1
Kerala,Kollam,Anchal,Ayur,8.90194,76.86390,01-08-23,2.9
Kerala,Kollam,Anchal,Channapetta,8.88722,76.96060,01-08-23,5.1
Kerala,Kollam,Anchal,Channapetta,8.89176,76.95320,01-08-23,9.7
Kerala,Kollam,Anchal,Chozhiyakod,8.85369,77.03482,01-08-23,9.1
Kerala,Kollam,Anchal,Edamon,9.00222,76.98530,01-08-23,11.0
Kerala,Kollam,Anchal,Edamulackal,8.91528,76.86640,01-08-23,7.5
Kerala,Kollam,Anchal,Eroor,8.93000,76.98530,01-08-23,9.5
Kerala,Kollam,Anchal,Eroor,8.93444,76.95500,01-08-23,10.5
Kerala,Kollam,Anchal,Eroor,8.93611,76.94610,01-08-23,3.5
Kerala,Kollam,Anchal,Kadampupara,9.12386,77.02713,01-08-23,1.4
Kerala,Kollam,Anchal,Karunagapalli,8.95444,76.98810,01-08-23,9.0
Kerala,Kollam,Anchal,Koovakad,8.94028,77.04470,01-08-23,12.0
Kerala,Kollam,Anchal,Kottakayam,9.09250,77.12190,01-08-23,10.8
Kerala,Kollam,Anchal,Kottakayam,9.09194,77.12250,01-08-23,8.9
Kerala,Kollam,Anchal,Kulathupuzha,8.91111,77.05390,01-08-23,1.0
Kerala,Kollam,Anchal,Tadicaud,8.95333,76.88310,01-08-23,5.0
Kerala,Kollam,Anchal,Thenmala,8.97000,77.04720,01-08-23,7.7
Kerala,Kollam,Anchal,Thenmala,8.96583,77.06970,01-08-23,6.7
Kerala,Kollam,Chadayamangalam,Akkal,8.86250,76.82360,01-08-23,9.0
Kerala,Kollam,Chadayamangalam,Chadayamangalam,8.86611,76.87140,01-08-23,11.7
Kerala,Kollam,Chadayamangalam,Ezhukone,8.82944,76.86720,01-08-23,3.0
Kerala,Kollam,Chadayamangalam,Kadakkal,8.82611,76.91750,01-08-23,2.2
Kerala,Kollam,Chadayamangalam,Nilamel,8.84194,76.87920,01-08-23,15.9
Kerala,Kollam,Chadayamangalam,Oyur,8.87444,76.77610,01-08-23,2.5
Kerala,Kollam,Chadayamangalam,Pangalukadu,8.82333,76.94000,01-08-23,6.2
Kerala,Kollam,Chadayamangalam,Vazhathoppu,8.87750,76.81080,01-08-23,7.2
Kerala,Kollam,Chavara,Chavara,8.99444,76.53060,01-08-23,5.0
Kerala,Kollam,Chavara,Chavara,8.97972,76.53610,01-08-23,8.5
Kerala,Kollam,Chavara,Panmana,9.01167,76.55140,01-08-23,8.9
Kerala,Kollam Chavara,Vadakkumthala,West,9.01111,76.53610,01-08-23,5.2
Kerala,Kollam,Chittumala,Kizhakkekallada,9.01000,76.65000,01-08-23,4.0
Kerala,Kollam,Chittumala,Kumbalam,8.98994,76.66080,01-08-23,7.3
Kerala,Kollam,Chittumala,Mulavana,8.98583,76.67810,01-08-23,10.1
Kerala,Kollam,Chittumala,Perinad,8.94722,76.63750,01-08-23,8.6
Kerala,Kollam,Ithikkara,Anchalammud,8.84772,76.72880,01-08-23,0.2
Kerala,Kollam,Ithikkara,Chathannur,8.80083,76.66780,01-08-23,4.0
Kerala,Kollam,Ithikkara,Ithikara,8.83375,76.68210,01-08-23,0.4
Kerala,Kollam,Ithikkara,Ithikkara,8.86433,76.69020,01-08-23,4.9
Kerala,Kollam,Ithikkara,Kalluvathukkal,8.82103,76.74690,01-08-23,5.8
Kerala,Kollam,Ithikkara,Meenad,8.85083,76.69830,01-08-23,6.4
Kerala,Kollam,Ithikkara,Neendakara,8.92778,76.69170,01-08-23,8.6
Kerala,Kollam,Ithikkara,Paravoor,8.80102,76.66720,01-08-23,13.9
Kerala,Kollam,Ithikkara,Parippally,8.80972,76.76110,01-08-23,5.9
Kerala,Kollam,Ithikkara,Pozhikara,8.81583,76.69360,01-08-23,6.7
Kerala,Kollam,Ithikkara,Pozhikara,8.81194,76.65690,01-08-23,5.5
Kerala,Kollam,Kottarakkara,Chenkulam,8.87806,76.74860,01-08-23,20.5
Kerala,Kollam,Kottarakkara,Chirattakonam,8.90111,76.77640,01-08-23,10.8
Kerala,Kollam,Kottarakkara,Kottarakara,8.99972,76.77330,01-08-23,8.4
Kerala,Kollam,Kottarakkara,Kottarakara,9.03222,76.73420,01-08-23,8.5
Kerala,Kollam,Kottarakkara,Kutavettur,8.94028,76.75000,01-08-23,1.2
Kerala,Kollam,Kottarakkara,Neduvathoor,9.00792,76.73722,01-08-23,5.4
Kerala,Kollam,Kottarakkara,Veliyam,8.91444,76.76530,01-08-23,6.5
Kerala,Kollam,Mukhathala,Anchalammud,8.92889,76.60150,01-08-23,7.2
Kerala,Kollam,Mukhathala,Eravipuram,8.85556,76.61810,01-08-23,4.9
Kerala,Kollam,Mukhathala,Kollam,8.89000,76.58330,01-08-23,9.0
Kerala,Kollam,Mukhathala,Mayyanad,8.85108,76.64970,01-08-23,5.4
Kerala,Kollam,Mukhathala,Mayyanad,8.90278,76.70110,01-08-23,4.7
Kerala,Kollam,Mukhathala,Mayyanad,8.84070,76.64720,01-08-23,8.1
Kerala,Kollam,Mukhathala,Nallila,8.92831,76.70190,01-08-23,10.0
Kerala,Kollam,Mukhathala,Nallila,8.92767,76.70310,01-08-23,5.7
Kerala,Kollam,Mukhathala,Quilon,8.89422,76.63530,01-08-23,8.9
Kerala,Kollam,Mukhathala,Thazhuthala,8.86664,76.66890,01-08-23,7.6
Kerala,Kollam,Mukhathala,Thrikkovilvattom,8.90750,76.66690,01-08-23,0.9
Kerala,Kollam,Oachira,Karunagapalli,9.10056,76.52310,01-08-23,4.1
Kerala,Kollam,Oachira,Kuttimukku,9.11655,76.54157,01-08-23,0.7
Kerala,Kollam,Oachira,Manappalli,9.09389,76.56610,01-08-23,5.4
Kerala,Kollam,Oachira,Sooranadu,9.11003,76.59610,01-08-23,9.2
Kerala,Kollam,Oachira,Thodiyoor,9.08889,76.58360,01-08-23,1.3
Kerala,Kollam,Oachira,Vallikavu,9.09000,76.49000,01-08-23,5.5
Kerala,Kollam,Oachira,Vavakavu,9.10361,76.53390,01-08-23,6.4
Kerala,Kollam,Pathanapuram,Avaneswaram,9.03639,76.85250,01-08-23,7.3
Kerala,Kollam,Pathanapuram,Karavur,9.05000,76.94000,01-08-23,9.6
Kerala,Kollam,Pathanapuram,Kunnada,9.11278,76.81000,01-08-23,0.1
Kerala,Kollam,Pathanapuram,Pathanapuram,9.09139,76.85640,01-08-23,4.0
Kerala,Kollam,Pathanapuram,Pattazhy,9.08750,76.77220,01-08-23,6.7
Kerala,Kollam,Pathanapuram,Punalur-I,9.01667,76.92640,01-08-23,6.3
Kerala,Kollam,Pathanapuram,Punnala,9.08333,76.91250,01-08-23,5.0
Kerala,Kollam,Pathanapuram,Randalummoodu,9.04000,76.82000,01-08-23,8.3
Kerala,Kollam,Sasthamcottah,Chakkuvalli,9.08833,76.63780,01-08-23,6.6
Kerala,Kollam,Sasthamcottah,Cinemaparambu,9.06900,76.65000,01-08-23,6.7
Kerala,Kollam,Sasthamcottah,Kadapuzha,9.01944,76.64580,01-08-23,7.3
Kerala,Kollam,Sasthamcottah,Kunnathur,9.05917,76.67920,01-08-23,9.5
Kerala,Kollam,Sasthamcottah,Kuripalli,9.04194,76.58970,01-08-23,1.8
Kerala,Kollam,Sasthamcottah,Mulavana,9.04167,76.58940,01-08-23,7.0
Kerala,Kollam,Sasthamcottah,Mynagapalli,9.04194,76.58970,01-08-23,4.8
Kerala,Kollam,Sasthamcottah,Sasthamkotta,9.04000,76.62000,01-08-23,7.1
Kerala,Kollam,Sasthamcottah,Sooranad,9.10000,76.62000,01-08-23,1.0
Kerala,Kollam,Sasthamcottah,Sooranadu,9.13300,76.62000,01-08-23,5.9
Kerala,Kollam,Vettikkavala,Kalayapuram,9.05000,76.76000,01-08-23,5.9
Kerala,Kollam,Vettikkavala,Kulakkada,9.07861,76.75310,01-08-23,7.8
Kerala,Kollam,Vettikkavala,Mylom,9.02000,76.76830,01-08-23,2.2
Kerala,Kollam,Vettikkavala,Mylom,8.70597,76.78520,01-08-23,5.5
Kerala,Kollam,Vettikkavala,Pavithreswaram,9.05000,76.68000,01-08-23,8.4
Kerala,Kollam,Vettikkavala,Puthur,9.03000,76.70000,01-08-23,6.5
Kerala,Kollam,Vettikkavala,Ummannoor,8.93330,76.83780,01-08-23,7.4
Kerala,Kollam,Vettikkavala,Ummannoor,8.93286,76.82070,01-08-23,5.5
Kerala,Kottayam,Erattupetta,Kalakatty,9.61696,76.77730,01-08-23,6.9
Kerala,Kottayam,Erattupetta,Melukavu,9.74023,76.76370,01-08-23,3.6
Kerala,Kottayam,Erattupetta,Melukavu,9.78542,76.76160,01-08-23,5.8
Kerala,Kottayam,Erattupetta,Panackapalam,9.69990,76.75820,01-08-23,3.1
Kerala,Kottayam,Erattupetta,Poonjar,9.67469,76.80780,01-08-23,1.0
Kerala,Kottayam,Erattupetta,Poonjar,9.67345,76.79580,01-08-23,2.6
Kerala,Kottayam,Erattupetta,Thidanad,9.65762,76.77660,01-08-23,0.8
Kerala,Kottayam,Erattupetta,Thidanad,9.67097,76.78100,01-08-23,2.6
Kerala,Kottayam Ettumanoor,Chengalam,South,9.59530,76.47510,01-08-23,5.6
Kerala,Kottayam,Ettumanoor,Ettumanoor,9.66884,76.55650,01-08-23,3.5
Kerala,Kottayam,Ettumanoor,Ettumanoor,9.67230,76.55910,01-08-23,3.0
Kerala,Kottayam,Ettumanoor,Iykarakunnam,9.66448,76.54280,01-08-23,9.3
Kerala,Kottayam,Ettumanoor,Kottayam,9.64744,76.52000,01-08-23,1.6
Kerala,Kottayam,Ettumanoor,Kumarakam,9.58689,76.43740,01-08-23,2.6
Kerala,Kottayam,Ettumanoor,Nattagam,9.59313,76.50180,01-08-23,2.9
Kerala,Kottayam,Ettumanoor,Neendur,9.68675,76.50500,01-08-23,1.1
Kerala,Kottayam,Ettumanoor,Pulikuttisseri,9.62707,76.48550,01-08-23,2.0
Kerala,Kottayam,Kaduthuruthy,Arunuttimangalam,9.80083,76.49810,01-08-23,1.2
Kerala,Kottayam,Kaduthuruthy,Ayamkudi,9.75278,76.47310,01-08-23,6.9
Kerala,Kottayam,Kaduthuruthy,Kaduthuruthy,9.76160,76.49190,01-08-23,3.7
Kerala,Kottayam,Kaduthuruthy,Kallara,9.72861,76.47680,01-08-23,4.7
Kerala,Kottayam,Kaduthuruthy,Thalayolaparambu,9.78592,76.44230,01-08-23,3.8
Kerala,Kottayam,Kaduthuruthy,Vellur,9.84382,76.46370,01-08-23,7.0
Kerala,Kottayam,Kaduthuruthy,Vellur,9.83013,76.45210,01-08-23,6.2
Kerala,Kottayam,Kanjirappally,Chotti,9.56604,76.84710,01-08-23,5.5
Kerala,Kottayam,Kanjirappally,Erumeli,9.48011,76.84350,01-08-23,7.5
Kerala,Kottayam,Kanjirappally,Kanjirappally,9.55606,76.78110,01-08-23,5.3
Kerala,Kottayam,Kanjirappally,Koottickal,9.58101,76.88260,01-08-23,1.2
Kerala,Kottayam,Kanjirappally,Kuvapalli,9.53333,76.81670,01-08-23,2.3
Kerala,Kottayam,Kanjirappally,Manimala,9.49184,76.75130,01-08-23,1.6
Kerala,Kottayam,Kanjirappally,Mukkada,9.46329,76.80710,01-08-23,3.5
Kerala,Kottayam,Kanjirappally,Mundakayam,9.54136,76.88600,01-08-23,3.4
Kerala,Kottayam,Kanjirappally,Ponkunnam,9.46361,76.78111,01-08-23,10.3
Kerala,Kottayam,Kanjirappally,Ponthanpuzha,9.46421,76.78120,01-08-23,1.2
Kerala,Kottayam,Lalam,Bharananganam,9.69287,76.65670,01-08-23,3.8
Kerala,Kottayam,Lalam,Bharananganam,9.74610,76.70140,01-08-23,1.0
Kerala,Kottayam,Lalam,Kadanadu,9.76460,76.69970,01-08-23,0.2
Kerala,Kottayam,Lalam,Karur,9.73721,76.67000,01-08-23,4.5
Kerala,Kottayam,Lalam,Pala,9.70890,76.67800,01-08-23,1.9
Kerala,Kottayam,Madappally,Changanassery,9.44519,76.52960,01-08-23,6.2
Kerala,Kottayam,Madappally,Edinjillam,9.41695,76.54970,01-08-23,0.9
Kerala,Kottayam,Madappally,Mundukuzhi,9.46334,76.60920,01-08-23,2.3
Kerala,Kottayam,Madappally,Paippad,9.42319,76.58290,01-08-23,2.8
