STATE_UT,DISTRICT,BLOCK,VILLAGE_NA,LATITUDE,LONGITUDE,DATE,WL(mbgl)
Andhra,Pradesh Alluri Sitharama Raju,Addateegala,Addateegala,17.46330,82.02710,01-08-23,8.1
Andhra,Pradesh Alluri Sitharama Raju Addateegala,Mallavaram,Mammilu,17.50320,82.01240,01-08-23,4.4
Andhra,Pradesh Alluri Sitharama Raju,Addateegala,Rayapalli,17.57208,82.00850,01-08-23,1.0
Andhra,Pradesh Alluri Sitharama Raju,Addateegala,Veerbhadrapuram,17.43790,82.07400,01-08-23,1.2
Andhra,Pradesh Alluri Sitharama Raju,Ananthagiri,Anantagiri,18.23880,83.00110,01-08-23,4.7
Andhra,Pradesh Alluri Sitharama Raju,Ananthagiri,Bangarammapeta,18.21600,83.10190,01-08-23,4.5
Andhra,Pradesh Alluri Sitharama Raju,Ananthagiri,Kottur,18.20740,83.07430,01-08-23,4.9
Andhra,Pradesh Alluri Sitharama Raju Araku,Valley,Araku,18.32070,82.88140,01-08-23,6.2
Andhra,Pradesh Alluri Sitharama Raju Araku,Valley,Sunkarametta,18.27850,82.96694,01-08-23,2.6
Andhra,Pradesh Alluri Sitharama Raju,Chintapalle,Antarla,17.86067,82.33823,01-08-23,3.8
Andhra,Pradesh Alluri Sitharama Raju,Chintapalle,Lambasingi,17.80710,82.49590,01-08-23,1.1
Andhra,Pradesh Alluri Sitharama Raju,Chintapalle,Lotugadda,17.85540,82.43610,01-08-23,0.9
Andhra,Pradesh Alluri Sitharama Raju,Chintoor,Chintoor,17.75600,81.38700,01-08-23,1.9
Andhra,Pradesh Alluri Sitharama Raju,Chintoor,Chirevalli,17.59458,81.08560,01-08-23,0.4
Andhra,Pradesh Alluri Sitharama Raju,Chintoor,Edugarallapalli,17.74267,81.17827,01-08-23,0.7
Andhra,Pradesh Alluri Sitharama Raju,Chintoor,Mothugudem,17.82787,81.63193,01-08-23,2.0
Andhra,Pradesh Alluri Sitharama Raju,Chintoor,Sarivela,17.78168,81.28287,01-08-23,2.4
Andhra,Pradesh Alluri Sitharama Raju,Dumbriguda,Dimriguda,18.28850,82.79210,01-08-23,1.8
Andhra,Pradesh Alluri Sitharama Raju,Gangavaram,Gangavaram,17.42620,81.91330,01-08-23,5.4
Andhra,Pradesh Alluri Sitharama Raju,Gangavaram,Jaderu,17.48050,81.95230,01-08-23,1.3
Andhra,Pradesh Alluri Sitharama Raju Gudem Kotha,Veedhi,Chaprati,17.76430,82.28964,01-08-23,6.1
Andhra,Pradesh Alluri Sitharama Raju Gudem Kotha,Veedhi,Gudem,17.86300,82.19570,01-08-23,2.5
Andhra,Pradesh Alluri Sitharama Raju,Hukumpeta,Kontela,18.13860,82.68780,01-08-23,2.2
Andhra,Pradesh Alluri Sitharama Raju,Hukumpeta,Rangasheela,18.21060,82.77880,01-08-23,1.1
Andhra,Pradesh Alluri Sitharama Raju,Koyyuru,Koyyuru,17.65990,82.21940,01-08-23,0.8
Andhra,Pradesh Alluri Sitharama Raju,Maredumilli,Maredumilli,17.59610,81.71549,01-08-23,4.2
Andhra,Pradesh Alluri Sitharama Raju,Nellipaka,Lakshmipuram,17.71967,81.04836,01-08-23,5.1
Andhra,Pradesh Alluri Sitharama Raju,Paderu,Garikabanda,17.94530,82.75660,01-08-23,2.7
Andhra,Pradesh Alluri Sitharama Raju,Paderu,Minimuluru,18.03690,82.69990,01-08-23,7.1
Andhra,Pradesh Alluri Sitharama Raju,Paderu,Paderu,18.07950,82.67350,01-08-23,5.3
Andhra,Pradesh Alluri Sitharama Raju,Paderu,Vontlamamidi,17.97460,82.73340,01-08-23,1.3
Andhra,Pradesh Alluri Sitharama Raju Peda,Bayalu,Gamparai,18.18250,82.63740,01-08-23,0.7
Andhra,Pradesh Alluri Sitharama Raju,Rajavommangi,Badadanapalli,17.58410,82.26850,01-08-23,1.1
Andhra,Pradesh Alluri Sitharama Raju,Rajavommangi,Jaddangi,17.48550,82.15820,01-08-23,6.8
Andhra,Pradesh Alluri Sitharama Raju,Rajavommangi,Lagarai,17.57350,82.19220,01-08-23,3.1
Andhra,Pradesh Alluri Sitharama Raju,Rajavommangi,Rajavommangi,17.54080,82.22290,01-08-23,1.9
Andhra,Pradesh Alluri Sitharama Raju,Rampachodavaram,Folkspeta,17.31390,81.83980,01-08-23,2.0
Andhra,Pradesh Alluri Sitharama Raju,Rampachodavaram,Rampachodavaram,17.44020,81.78050,01-08-23,4.9
Andhra,Pradesh Alluri Sitharama Raju,Rampachodavaram,Sitapalli,17.37620,81.79150,01-08-23,2.9
Andhra,Pradesh Alluri Sitharama Raju Y. Ramavaram,Chaviti,Tibalu,17.61830,81.98540,01-08-23,1.4
Andhra,Pradesh Alluri Sitharama Raju Y. Ramavaram,P.,Yerragonda,17.65830,81.94920,01-08-23,3.6
Andhra,Pradesh Anakapalli,Achutapuram,Haripalem,17.60917,82.97784,01-08-23,11.4
Andhra,Pradesh Anakapalli,Anakapalle,Anakapalli,17.68095,82.98170,01-08-23,2.9
Andhra,Pradesh Anakapalli,Butchayyapeta,Bangarumitta,17.83871,82.86782,01-08-23,3.5
Andhra,Pradesh Anakapalli,Butchayyapeta,L.Singavaram,17.81936,82.83775,01-08-23,3.6
Andhra,Pradesh Anakapalli,Chodavaram,Chodavaram,17.82420,82.94320,01-08-23,1.2
Andhra,Pradesh Anakapalli,Golugonda,Mallampet,17.67405,82.44868,01-08-23,2.3
Andhra,Pradesh Anakapalli Golugonda,Naganna,Dorapalem,17.67734,82.49440,01-08-23,2.3
Andhra,Pradesh Anakapalli Golugonda,Pata,K.D.Peta,17.67230,82.36190,01-08-23,1.7
Andhra,Pradesh Anakapalli,K.Kotapadu,K.Kotapadu,17.88410,83.04700,01-08-23,5.9
Andhra,Pradesh Anakapalli,Kasimkota,Tallapalem,17.63373,82.89215,01-08-23,4.1
Andhra,Pradesh Anakapalli,Kotauratla,Kotauratla,17.56487,82.68665,01-08-23,3.6
Andhra,Pradesh Anakapalli,Kotauratla,Yendapalli,17.61124,82.64991,01-08-23,1.9
Andhra,Pradesh Anakapalli,Narsipatnam,Narsipatnam,17.67606,82.59564,01-08-23,1.2
Andhra,Pradesh Anakapalli,Paravada,Dharmarayudupeta,17.77990,83.21590,01-08-23,9.5
Andhra,Pradesh Anakapalli,Rambilli,Pudimadaka,17.49280,83.00236,01-08-23,3.6
Andhra,Pradesh Anakapalli,Ravikamatham,Kothakota,17.75620,82.70510,01-08-23,1.0
Andhra,Pradesh Anakapalli,Ravikamatham,Medivoda,17.78451,82.77913,01-08-23,5.3
Andhra,Pradesh Anakapalli,Rolugunta,Rolugunta,17.71290,82.66680,01-08-23,3.3
Andhra,Pradesh Anakapalli,S.Rayavaram,Addaroddu,17.43203,82.74759,01-08-23,1.1
Andhra,Pradesh Anakapalli,S.Rayavaram,Gurrajupeta,17.40054,82.76798,01-08-23,3.6
Andhra,Pradesh Anakapalli,S.Rayavaram,Rayavaram,17.45476,82.80249,01-08-23,2.2
Andhra,Pradesh Anakapalli,S.Rayavaram,Revupolavaram,17.39716,82.81776,01-08-23,2.5
Andhra,Pradesh Anakapalli,Sabbavaram,Sabbavaram,17.79210,83.12990,01-08-23,2.7
Andhra,Pradesh Anakapalli,Yelamanchili,Yelamanchili,17.54635,82.85566,01-08-23,9.0
Andhra,Pradesh Ananthapuramu,Anantapur,Kamarupalli,14.66170,77.49913,01-08-23,8.8
Andhra,Pradesh Ananthapuramu,Atmakur,Waddipalli,14.67769,77.45620,01-08-23,4.9
Andhra,Pradesh Ananthapuramu,Beluguppa,Ramasagram,14.72320,77.25600,01-08-23,13.0
Andhra,Pradesh Ananthapuramu,Bukkarayasamudram,Korrapadu,14.75411,77.71196,01-08-23,2.6
Andhra,Pradesh Ananthapuramu,Bukkarayasamudram,Regadikotturu,14.76639,77.62333,01-08-23,3.0
Andhra,Pradesh Ananthapuramu,Gooty,Brahmanapalli,15.06780,77.54240,01-08-23,2.6
Andhra,Pradesh Ananthapuramu,Gooty,Gooty,15.11320,77.61550,01-08-23,4.8
Andhra,Pradesh Ananthapuramu,Gooty,Gooty,15.11790,77.64000,01-08-23,5.5
Andhra,Pradesh Ananthapuramu,Gummagatta,Gummagatta,14.56944,76.86694,01-08-23,2.0
Andhra,Pradesh Ananthapuramu,Guntakal,Guntakal,15.15571,77.38370,01-08-23,2.1
Andhra,Pradesh Ananthapuramu,Guntakal,Kogannapalle,15.18234,77.54350,01-08-23,2.1
Andhra,Pradesh Ananthapuramu,Kalyandrug,Kalyandurg,14.54830,77.10710,01-08-23,6.2
Andhra,Pradesh Ananthapuramu,Kambadur,Yeguvapalli,14.48850,77.27180,01-08-23,2.3
Andhra,Pradesh Ananthapuramu,Kudair,Kodadarakunta,14.73420,77.39610,01-08-23,2.8
Andhra,Pradesh Ananthapuramu,Kundurpi,Bodapalli,14.39900,77.07700,01-08-23,14.9
Andhra,Pradesh Ananthapuramu,Narpala,Nayanapalle,14.80200,77.81370,01-08-23,17.9
Andhra,Pradesh Ananthapuramu,Narpala,Nayanapalle,14.80200,77.81370,01-08-23,17.8
Andhra,Pradesh Ananthapuramu,Pamidi,Sorakayalapeta,14.94410,77.52510,01-08-23,2.5
Andhra,Pradesh Ananthapuramu,Pamidi,Sorakayalapeta,14.94410,77.52510,01-08-23,2.7
Andhra,Pradesh Ananthapuramu,Putlur,Kummanamala,14.72583,77.94139,01-08-23,13.9
Andhra,Pradesh Ananthapuramu,Putlur,Putlur,14.80788,77.96548,01-08-23,11.7
Andhra,Pradesh Ananthapuramu,Rayadurg,Rayadurg,14.70540,76.84840,01-08-23,4.7
Andhra,Pradesh Ananthapuramu,Settur,Chinnampalli,14.47016,77.06235,01-08-23,12.9
Andhra,Pradesh Ananthapuramu,Singanamala,Sivapuram,14.77880,77.72690,01-08-23,11.6
Andhra,Pradesh Ananthapuramu,Singanamala,Sivapuram,14.77880,77.72690,01-08-23,11.8
Andhra,Pradesh Ananthapuramu Tadipatri,Venkatareddy,Palli,14.97250,78.02680,01-08-23,6.5
Andhra,Pradesh Ananthapuramu,Uravakonda,Amidala,14.85100,77.25010,01-08-23,6.1
Andhra,Pradesh Ananthapuramu,Vajrakarur,Vajrakarur,15.03043,77.38311,01-08-23,8.8
Andhra,Pradesh Ananthapuramu,Vajrakarur,Vajrakarur,15.02230,77.38250,01-08-23,16.2
Andhra,Pradesh Ananthapuramu Yadiki,N.,Chekkepalli,15.05600,77.92160,01-08-23,15.5
Andhra,Pradesh Ananthapuramu,Yadiki,Peddapeta,15.05460,77.83720,01-08-23,26.5
Andhra,Pradesh Ananthapuramu,Yadiki,Yadiki,15.04820,77.86780,01-08-23,11.6
Andhra,Pradesh Annamayya,B.Kothakota,Kandlamadugu,13.66631,78.41837,01-08-23,6.8
Andhra,Pradesh Annamayya,Chinnamandem,Chinnamandyam,13.94948,78.68845,01-08-23,8.0
Andhra,Pradesh Annamayya,Chinnamandem,Keshapuram,13.89779,78.65647,01-08-23,29.3
Andhra,Pradesh Annamayya,Chinnamandem,Keshapuram,13.89779,78.65648,01-08-23,59.2
Andhra,Pradesh Annamayya,Chinnamandem,Maloor,13.98845,78.68996,01-08-23,5.5
Andhra,Pradesh Annamayya,Galiveedu,Bowreddygaripallli,14.14071,78.59031,01-08-23,11.1
Andhra,Pradesh Annamayya,Galiveedu,Galiveedu,14.02485,78.50271,01-08-23,2.2
Andhra,Pradesh Annamayya,Kalakada,Kalakoda,13.82753,78.78775,01-08-23,7.5
Andhra,Pradesh Annamayya,Kalakada,Papireddygaripalli,13.78668,78.73090,01-08-23,5.9
Andhra,Pradesh Annamayya,Kalakada,Papireddygaripalli,13.75280,78.73333,01-08-23,6.7
Andhra,Pradesh Annamayya,Kalikiri,Gundloor,13.75861,78.79602,01-08-23,2.2
Andhra,Pradesh Annamayya,Kalikiri,Medikurthi,13.70517,78.77318,01-08-23,5.9
Andhra,Pradesh Annamayya,Kambhamvaripalle,Gundrevari,13.86327,78.89526,01-08-23,6.0
Andhra,Pradesh Annamayya,Kodur,Ballelpalle,13.87541,79.38370,01-08-23,5.8
Andhra,Pradesh Annamayya,Kodur,Kodur,13.95871,79.35315,01-08-23,9.7
Andhra,Pradesh Annamayya,Lakkireddipalle,Lakkireddipalli,14.18490,78.70151,01-08-23,10.7
Andhra,Pradesh Annamayya,Lakkireddipalle,Somalavandlapalli,14.13306,78.62861,01-08-23,4.1
Andhra,Pradesh Annamayya Madanapalle,Basani,Khonda,13.55127,78.52983,01-08-23,4.0
Andhra,Pradesh Annamayya,Nimmanapalle,Chintaparti,13.64421,78.70485,01-08-23,2.6
Andhra,Pradesh Annamayya,Nimmanapalle,Mustoor,13.54745,78.83317,01-08-23,2.7
Andhra,Pradesh Annamayya,Nimmanapalle,Nimmanapalle,13.57053,78.66868,01-08-23,2.3
Andhra,Pradesh Annamayya,Obulavaripalle,Mangampet,14.04102,79.30847,01-08-23,13.8
Andhra,Pradesh Annamayya,Peddathippasamudram,Kandukuru,13.76096,78.16043,01-08-23,20.0
Andhra,Pradesh Annamayya,Peddathippasamudram,Pulikallu,13.77380,78.22435,01-08-23,4.3
Andhra,Pradesh Annamayya,Penagalur,Penagaluru,14.29502,79.26093,01-08-23,19.0
Andhra,Pradesh Annamayya,Penagalur,Vadipalli,14.24839,79.23571,01-08-23,31.3
Andhra,Pradesh Annamayya,Pullampeta,Pothanavaripally,14.14806,79.19836,01-08-23,15.5
Andhra,Pradesh Annamayya,Rajampet,Gundlur,14.25083,79.11389,01-08-23,5.1
Andhra,Pradesh Annamayya,Ramapuram,Guvvalacheruvu,14.29693,78.75230,01-08-23,5.3
Andhra,Pradesh Annamayya,Ramapuram,Ramapuram,14.19364,78.76031,01-08-23,12.2
Andhra,Pradesh Annamayya,Ramapuram,Ramapuram,14.19366,78.76036,01-08-23,11.8
Andhra,Pradesh Annamayya Ramasamudram K,C,Pally,13.36517,78.49541,01-08-23,21.8
Andhra,Pradesh Annamayya,Ramasamudram,Ramasamudram,13.36429,78.42710,01-08-23,0.9
Andhra,Pradesh Annamayya,T.Sundupalle,Appayagaripalli,14.08361,78.92167,01-08-23,8.5
Andhra,Pradesh Annamayya,T.Sundupalle,Gundalapalli,13.91134,78.94380,01-08-23,7.2
Andhra,Pradesh Annamayya,T.Sundupalle,Pincha,13.91567,78.99868,01-08-23,10.7
Andhra,Pradesh Annamayya,T.Sundupalle,Pujarivandlapally,14.04622,78.91012,01-08-23,15.6
Andhra,Pradesh Annamayya,T.Sundupalle,T.Sundupalli,13.97944,78.90944,01-08-23,8.5
Andhra,Pradesh Annamayya,Veeraballi,Sanipai,14.10753,78.94972,01-08-23,2.3
Andhra,Pradesh Bapatla,Amruthalur,Govada,16.06978,80.66747,01-08-23,1.1
Andhra,Pradesh Bapatla,Amruthalur,Kuchipudi,16.18465,80.65948,01-08-23,0.5
Andhra,Pradesh Bapatla Ballikurava,Vaidana,Kopperapadu,15.96058,79.96261,01-08-23,3.4
Andhra,Pradesh Bapatla,Bapatla,Bapatla,15.91587,80.48235,01-08-23,2.9
Andhra,Pradesh Bapatla,Bhattiprolu,Bhattiprolu,16.09661,80.77324,01-08-23,1.2
Andhra,Pradesh Bapatla,Cherukupalle,Punnapalle,16.06112,80.70123,01-08-23,2.5
Andhra,Pradesh Bapatla,Chinaganjam,Kadavakuduru,15.72645,80.25433,01-08-23,4.8
Andhra,Pradesh Bapatla,Chirala,Chirala,15.82977,80.35452,01-08-23,4.2
Andhra,Pradesh Bapatla,Chirala,Vadarevu,15.79749,80.41105,01-08-23,3.2
Andhra,Pradesh Bapatla,Inkollu,Duddukuru,15.74255,80.17304,01-08-23,3.4
Andhra,Pradesh Bapatla,Inkollu,Inkolu,15.82630,80.19111,01-08-23,2.1
Andhra,Pradesh Bapatla Janakavaram,Ponguluru,Muppavaram,15.84313,80.05180,01-08-23,1.1
Andhra,Pradesh Bapatla Karamchedu,Daggu,Padu,15.87829,80.20987,01-08-23,3.0
Andhra,Pradesh Bapatla,Karamchedu,Karamchedu,15.87160,80.33343,01-08-23,3.1
Andhra,Pradesh Bapatla,Kollur,Kolluru,16.16666,80.80490,01-08-23,0.8
Andhra,Pradesh Bapatla,Korisapadu,Medarmetla,15.72831,80.01560,01-08-23,10.1
Andhra,Pradesh Bapatla,Nagaram,Mannevaripalem,15.97190,80.61419,01-08-23,0.5
Andhra,Pradesh Bapatla,Nizampatnam,Nijampatnam,15.90237,80.66388,01-08-23,1.5
Andhra,Pradesh Bapatla,Nizampatnam,Pallapatla,15.98293,80.75313,01-08-23,1.7
Andhra,Pradesh Bapatla,Parchur,Nutalapadu,15.93479,80.23398,01-08-23,1.5
Andhra,Pradesh Bapatla,Repalle,Repalle,16.02880,80.83970,01-08-23,10.7
Andhra,Pradesh Bapatla,Vemuru,Chavali,16.13890,80.72749,01-08-23,1.5
Andhra,Pradesh Bapatla Vetapalem,Veta,Palem,15.77425,80.30475,01-08-23,6.0
Andhra,Pradesh Chittoor,Bangarupalem,Bangarupalem,13.18673,78.90465,01-08-23,6.7
Andhra,Pradesh Chittoor,Bangarupalem,Shankrantipalli,13.19563,79.00402,01-08-23,8.4
Andhra,Pradesh Chittoor,Chittoor,Chittoor,13.20750,79.09812,01-08-23,5.9
Andhra,Pradesh Chittoor Gangadhara,Nellore,Bangareddypalli,13.22028,79.21784,01-08-23,7.3
Andhra,Pradesh Chittoor Gangadhara,Nellore,Valasanallapalle,13.26623,79.27055,01-08-23,8.3
Andhra,Pradesh Chittoor,Gudipala,Nangamangalam,13.04117,79.18317,01-08-23,4.0
Andhra,Pradesh Chittoor,Karvetinagar,Karvetnagar,13.42624,79.45314,01-08-23,7.1
Andhra,Pradesh Chittoor,Kuppam,Adavimolakapalle,12.65479,78.36082,01-08-23,3.9
Andhra,Pradesh Chittoor,Nagari,Mudipalli,13.28858,79.54967,01-08-23,8.5
Andhra,Pradesh Chittoor,Nindra,Koppedu,13.40949,79.70540,01-08-23,3.2
Andhra,Pradesh Chittoor Palamaner,Dugina,Varipalli,13.14776,78.66117,01-08-23,3.4
Andhra,Pradesh Chittoor,Palamaner,M.Kotur,13.10369,78.75291,01-08-23,6.7
Andhra,Pradesh Chittoor,Palamaner,M.Kotur,13.10366,78.75289,01-08-23,6.6
Andhra,Pradesh Chittoor,Palamaner,Palamaneru,13.19831,78.74307,01-08-23,4.6
Andhra,Pradesh Chittoor,Peddapanjani,Peddapanjani,13.29200,78.68290,01-08-23,16.5
Andhra,Pradesh Chittoor Pulicherla H/O ReddivaripMalleeriguntala,Gari,Palli,13.56865,79.01537,01-08-23,3.9
Andhra,Pradesh Chittoor,Puthalapattu,Bandarlapalli,13.33132,79.09955,01-08-23,5.2
Andhra,Pradesh Chittoor,Puthalapattu,Chittipirala,13.41714,79.12091,01-08-23,5.6
Andhra,Pradesh Chittoor,Puthalapattu,Kothapalli,13.42819,79.04733,01-08-23,10.4
Andhra,Pradesh Chittoor,Puthalapattu,Polavaram,13.37242,79.13698,01-08-23,12.2
Andhra,Pradesh Chittoor,Ramakuppam,Guruvimoklapalle,12.91196,78.53574,01-08-23,7.1
Andhra,Pradesh Chittoor,Sodam,Battuvaripalli,13.54709,78.91663,01-08-23,2.4
Andhra,Pradesh Chittoor,Somala,Somala,13.47668,78.81051,01-08-23,14.6
Andhra,Pradesh Chittoor,Srirangarajapuram,Arumakapally,13.30327,79.28713,01-08-23,7.5
Andhra,Pradesh Chittoor,Srirangarajapuram,Tayyuru,13.30289,79.31127,01-08-23,13.7
Andhra,Pradesh Chittoor,Thavanampalle,Nallisettipalli,13.22188,79.03362,01-08-23,12.6
Andhra,Pradesh Chittoor,Vedurukuppam,Kondakindapalli,13.38309,79.27886,01-08-23,9.3
Andhra,Pradesh Chittoor,Venkatagirikota,Venkatagirikota,13.00081,78.47934,01-08-23,7.0
Andhra,Pradesh Chittoor Yadamari,Muddu,Ramapuram,13.10771,78.99415,01-08-23,4.9
Andhra,Pradesh Chittoor,Yadamari,Yadamari,13.16050,79.03833,01-08-23,5.0
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemAainavilli,Ainavalli,16.66130,82.01250,01-08-23,1.8
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemAainavilli,Jonnada,16.79290,81.86590,01-08-23,0.9
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemAainavilli,Mukteshwaram,16.66020,82.02460,01-08-23,5.3
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemAainavilli,Vilasa,16.61870,82.01950,01-08-23,1.3
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemAamalapuram,Amalapuram,16.56200,81.99560,01-08-23,3.1
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemAamalapuram,Amalapuram,16.57340,82.00510,01-08-23,2.1
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemAamalapuram,Bandurlanka,16.58820,81.97380,01-08-23,4.3
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemAamalapuram,Janupalle,16.60167,82.01486,01-08-23,1.2
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemAambajipeta,Ambajipeta,16.59330,81.95230,01-08-23,4.2
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemAambajipeta,Chinalanka,16.65440,81.93810,01-08-23,2.5
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemAatreyapuram,Rally,16.77960,81.80270,01-08-23,5.8
Andhra,Pradesh Dr. B.R. Ambedkar KonaseemIa.,Polavaram,Komaragiri,16.69630,82.18020,01-08-23,1.6
Andhra,Pradesh Dr. B.R. Ambedkar KonaseemIa.,Polavaram,Muramalla,16.67280,82.16500,01-08-23,1.4
Andhra,Pradesh Dr. B.R. Ambedkar KonaseemIa.,Polavaram,Yanam,16.72940,82.21410,01-08-23,2.6
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemKaothapeta,Kothapeta,16.71590,81.89640,01-08-23,6.6
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemMaalikipuram,Malikipuram,16.41350,81.80470,01-08-23,1.8
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemMaalikipuram,Pattipuram,16.40460,81.80582,01-08-23,1.5
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemMaamidikuduru,Appanapalle,16.53070,81.92340,01-08-23,3.6
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemMaamidikuduru,Pasarlapudi,16.52258,81.94869,01-08-23,2.0
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemMaandapeta,Dwarapudi,16.92700,81.91670,01-08-23,0.9
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemMaandapeta,Dwarapudi,16.93870,81.91490,01-08-23,19.7
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemMaandapeta,Dwarapudi,16.93870,81.91490,01-08-23,25.7
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemMaummidivaram,Mobalacherevu,16.61650,82.07310,01-08-23,1.9
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemMaummidivaram,Thanelankamulli,16.65620,82.12210,01-08-23,1.6
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemPaamarru,Kotipalle,16.69980,82.03800,01-08-23,1.3
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemRaavulapalem,Annaipeta,16.78980,82.06600,01-08-23,2.8
Andhra,Pradesh Dr. B.R. Ambedkar KonaseemRaavulapalem,Delta,Gannavarm,16.58790,81.88850,01-08-23,2.4
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemRaavulapalem,Draksharamam,16.79210,82.06370,01-08-23,4.2
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemRaavulapalem,Mummidivarampad,16.70290,81.83250,01-08-23,1.3
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemRaavulapalem,Tallapolom,16.81680,82.03910,01-08-23,2.0
Andhra,Pradesh Dr. B.R. Ambedkar KonaseemRaavulapalem,Vegayamma,Peta,16.77640,82.08786,01-08-23,1.8
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemRaazole,Razole,16.48000,81.84460,01-08-23,2.4
Andhra,Pradesh Dr. B.R. Ambedkar,KonaseemSaakhinetipalle,Antarvedi,16.33370,81.73320,01-08-23,1.8
Andhra,Pradesh East Godavari,Anaparthy,Anaparthy,16.93840,81.95420,01-08-23,3.0
Andhra,Pradesh East Godavari,Gopalapuram,Chityala,17.08950,81.59660,01-08-23,2.9
Andhra,Pradesh East Godavari,Gopalapuram,Dondapudi,17.20970,81.54400,01-08-23,5.9
Andhra,Pradesh East Godavari,Gopalapuram,Gopalpuram,17.14613,81.35799,01-08-23,5.4
Andhra,Pradesh East Godavari,Gopalapuram,Gopalpuram,17.10110,81.54820,01-08-23,4.2
Andhra,Pradesh East Godavari,Kovvur,I.Pangadi,17.01830,81.64840,01-08-23,1.6
Andhra,Pradesh East Godavari,Kovvur,Kovvur,17.00360,81.74160,01-08-23,0.8
Andhra,Pradesh East Godavari,Kovvur,Seethampeta,16.92992,81.72161,01-08-23,1.0
Andhra,Pradesh East Godavari,Nidadavole,Goparam,16.91600,81.69720,01-08-23,2.8
Andhra,Pradesh East Godavari,Nidadavole,Munipalli,16.86850,81.71010,01-08-23,1.1
Andhra,Pradesh East Godavari,Nidadavole,Munipalli,16.85490,81.71430,01-08-23,1.2
Andhra,Pradesh East Godavari,Nidadavole,Nidadavolu,16.89470,81.67460,01-08-23,2.1
Andhra,Pradesh East Godavari Rajahmundry,Rural,Dowalaiswaram,16.93920,81.78660,01-08-23,8.5
Andhra,Pradesh East Godavari Rajahmundry,Rural,Dowalaiswaram,16.93920,81.78660,01-08-23,6.4
Andhra,Pradesh East Godavari Rajahmundry,Rural,Kolamuru,17.05950,81.80510,01-08-23,2.2
Andhra,Pradesh East Godavari Rajahmundry,Urban,Rajahmundry,17.01290,81.78280,01-08-23,2.2
Andhra,Pradesh East Godavari Rajahmundry,Urban,Rajahmundry,16.99150,81.77760,01-08-23,1.2
Andhra,Pradesh East Godavari Rajahmundry,Urban,Swarajyanagar,16.97260,81.78510,01-08-23,2.0
Andhra,Pradesh East Godavari,Rajanagaram,Rajanagaram,17.08300,81.90650,01-08-23,1.4
Andhra,Pradesh East Godavari,Rangampeta,Kotapadu,17.08830,82.02500,01-08-23,2.8
Andhra,Pradesh East Godavari,Thallapudi,Tadipudi,17.16330,81.65900,01-08-23,0.6
Andhra,Pradesh East Godavari,Thallapudi,Tallapudi,17.12400,81.66870,01-08-23,0.7
Andhra,Pradesh East Godavari,Thallapudi,Vegeshwarapuram,17.11080,81.67350,01-08-23,1.5
Andhra,Pradesh Eluru,Agiripalli,Vadlamanu,16.72076,80.80920,01-08-23,2.7
Andhra,Pradesh Eluru,Buttayagudem,Buttayagudem,17.19884,81.31883,01-08-23,1.6
Andhra,Pradesh Eluru,Buttayagudem,Gunjavaram,17.20360,81.41720,01-08-23,2.7
Andhra,Pradesh Eluru,Chatrai,Polavaram,16.99009,80.91437,01-08-23,7.4
Andhra,Pradesh Eluru,Chatrai,Polavaram,16.99011,80.91443,01-08-23,0.5
Andhra,Pradesh Eluru,Chintalapudi,Chintalapudi,17.07048,80.98422,01-08-23,0.1
Andhra,Pradesh Eluru,Chintalapudi,Erraguntlapalli,17.14538,81.00980,01-08-23,4.3
Andhra,Pradesh Eluru,Denduluru,Kovvali,16.73264,81.17549,01-08-23,25.9
Andhra,Pradesh Eluru,Dwarakatirumala,Lakshmipuram,16.93591,81.25314,01-08-23,3.3
Andhra,Pradesh Eluru,Dwarakatirumala,Pottalakattugudem,17.07260,81.25797,01-08-23,3.3
Andhra,Pradesh Eluru,Eluru,Eluru,16.71082,81.11041,01-08-23,2.1
